T,J=1/2,J=1,J=3/2,J=2,J=5/2,J=3,J=7/2,J=4,J=9/2,J=inf
0.466,0.969262266,0.951207691,0.934049145,0.919374752,0.907193382,0.897120127,0.888741742,0.881707525,0.875741642,0.808162676
0.467,0.968950663,0.950809591,0.933592152,0.918881193,0.906676849,0.896589628,0.888201972,0.881161843,0.875192137,0.807622666
0.468,0.968637225,0.950409623,0.933133402,0.918385792,0.906159165,0.896057536,0.887660905,0.880615034,0.874641458,0.807081886
0.469,0.968321671,0.95000776,0.932673029,0.917889037,0.905639743,0.895524196,0.887118603,0.880067109,0.87408965,0.806540135
0.47,0.968004122,0.949604012,0.932210737,0.917390592,0.905118954,0.894989579,0.886575149,0.879517883,0.873536801,0.805997433
0.471,0.96768449,0.949198369,0.931746988,0.916890474,0.904596746,0.894453531,0.886030328,0.878967358,0.872982517,0.805453891
0.472,0.967362716,0.948790743,0.931281084,0.916388994,0.904073049,0.893916004,0.885484312,0.8784157,0.87242733,0.804909395
0.473,0.96703892,0.948381087,0.930813708,0.915885616,0.903547941,0.893377415,0.884936934,0.877862734,0.871870704,0.804363914
0.474,0.96671326,0.947969464,0.930344467,0.915380911,0.903021249,0.892837162,0.884388169,0.877308629,0.871313177,0.803817613
0.475,0.966385243,0.947556092,0.929873462,0.914874301,0.902493208,0.892295639,0.883838175,0.876753227,0.870754188,0.803270477
0.476,0.966055446,0.947140672,0.929400564,0.914366351,0.901963743,0.891752824,0.883287016,0.876196647,0.870194268,0.802722358
0.477,0.965723544,0.946723219,0.928926113,0.91385666,0.901432718,0.891208535,0.882734447,0.87563872,0.86963291,0.802173217
0.478,0.965389505,0.946303866,0.928449742,0.913345445,0.90090027,0.890662957,0.882180478,0.875079683,0.869070405,0.801623246
0.479,0.965053468,0.945882541,0.927971476,0.912832685,0.900366229,0.890115874,0.881625273,0.874519287,0.868506817,0.801072243
0.48,0.964715071,0.945459226,0.927491647,0.91231815,0.899830799,0.889567502,0.881068877,0.873957716,0.867942106,0.800520425
0.481,0.964374792,0.945034041,0.927009918,0.911802086,0.899293749,0.889017838,0.880511041,0.873394791,0.86737591,0.799967714
0.482,0.964032373,0.944606785,0.926526399,0.91128427,0.898755297,0.888466663,0.879951973,0.872830717,0.866808755,0.799413814
0.483,0.963687962,0.944177559,0.926041122,0.910764905,0.898215387,0.88791417,0.879391702,0.872265451,0.866240279,0.798859211
0.484,0.963341164,0.943746356,0.925554101,0.910243933,0.897673901,0.887360167,0.878829955,0.871698821,0.865670518,0.798303578
0.485,0.962992392,0.94331295,0.925065334,0.909721421,0.897131155,0.886804825,0.878266799,0.871130954,0.865099567,0.797746914
0.486,0.962641603,0.942877715,0.924574615,0.909197107,0.896586577,0.886248126,0.877702542,0.870561776,0.864527506,0.797189353
0.487,0.962288595,0.942440501,0.92408226,0.908671394,0.896040761,0.885689955,0.877136889,0.869991381,0.86395429,0.796630882
0.488,0.96193365,0.942001306,0.923587965,0.908143899,0.895493314,0.885130419,0.876569765,0.869419758,0.863379701,0.796071348
0.489,0.961576278,0.941560255,0.923091867,0.90761465,0.894944406,0.884569535,0.876001558,0.868846754,0.86280378,0.795510913
0.49,0.961217035,0.941117134,0.922593983,0.907083949,0.894394022,0.884007109,0.875431696,0.868272539,0.862226723,0.794949417
0.491,0.960855289,0.940671826,0.922094313,0.906551487,0.893842016,0.883443313,0.874860761,0.867697104,0.861648436,0.794387
0.492,0.960491606,0.940224814,0.921592808,0.906017579,0.89328852,0.882878186,0.874288507,0.867120237,0.861068993,0.793823663
0.493,0.960125877,0.939775563,0.921089509,0.90548186,0.892733548,0.882311666,0.873714778,0.866542166,0.860488176,0.793259234
0.494,0.959757829,0.939324276,0.920584384,0.904944535,0.892177079,0.881743573,0.87313959,0.865962789,0.859906177,0.792693867
0.495,0.959387518,0.938871083,0.920077475,0.904405385,0.891619169,0.881174101,0.872563251,0.86538225,0.859322955,0.792127421
0.496,0.959015386,0.938415858,0.919568687,0.903864771,0.891059522,0.880603263,0.871985466,0.864800237,0.858738539,0.791560152
0.497,0.958640677,0.937958776,0.919058116,0.903322539,0.890498424,0.880031029,0.871406336,0.864216985,0.858152708,0.790991789
0.498,0.958264138,0.937499311,0.918545663,0.902778449,0.889936018,0.879457196,0.87082588,0.863632455,0.857565704,0.790422309
0.499,0.95788535,0.937038144,0.918031388,0.902232931,0.889371879,0.878882135,0.870244109,0.863046503,0.856977417,0.789852019
0.5,0.957504301,0.936574687,0.917515248,0.901685541,0.88880605,0.878305503,0.869660796,0.862459404,0.856387783,0.789280597
0.501,0.957121001,0.93610936,0.91699725,0.901136503,0.888238876,0.877727425,0.869076361,0.861870864,0.855796857,0.788708213
0.502,0.956735413,0.93564191,0.916477356,0.900585958,0.887670171,0.877147964,0.868490384,0.861281041,0.855204915,0.788134655
0.503,0.95634753,0.935172463,0.915955849,0.900033554,0.887099951,0.876567032,0.867903049,0.860689943,0.854611511,0.787560113
0.504,0.955957751,0.934700924,0.91543221,0.899479466,0.886527993,0.8759847,0.86731437,0.860097357,0.854016705,0.786984774
0.505,0.955565575,0.934227206,0.914906905,0.898923903,0.885954698,0.875400728,0.866724335,0.859503663,0.853420801,0.786408231
0.506,0.955171181,0.933751476,0.914379685,0.898366434,0.885379624,0.874815474,0.8661327,0.858908418,0.852823596,0.785830527
0.507,0.954774634,0.933273901,0.913850605,0.897807448,0.884803215,0.874228606,0.865539899,0.858312068,0.852225002,0.785251992
0.508,0.954375769,0.93279407,0.913319759,0.89724677,0.884225062,0.873640435,0.864945702,0.857714213,0.85162506,0.784672248
0.509,0.953974931,0.932312342,0.912786843,0.896684171,0.88364549,0.873050643,0.864349967,0.857114995,0.851024048,0.784091621
0.51,0.953571584,0.931828382,0.912252182,0.896120018,0.883064143,0.872459535,0.863752986,0.856514476,0.850421546,0.783509827
0.511,0.953165921,0.931342383,0.911715611,0.895554179,0.882481435,0.87186679,0.86315444,0.855912823,0.849817729,0.782926996
0.512,0.952758165,0.930854197,0.911177317,0.894986565,0.881897132,0.871272727,0.862554625,0.855309546,0.849212632,0.782343076
0.513,0.952347984,0.930363953,0.910637042,0.894417451,0.881311196,0.870677166,0.861953267,0.854704958,0.848606215,0.781758136
0.514,0.951935585,0.929871766,0.910094814,0.893846343,0.880723707,0.870079916,0.861350625,0.854099007,0.847998652,0.781172119
0.515,0.951520737,0.929377299,0.909550616,0.893273704,0.88013455,0.86948135,0.860746552,0.853491678,0.847389575,0.780585017
0.516,0.951103927,0.928880849,0.909004689,0.892699285,0.879543791,0.86888125,0.860140894,0.852882949,0.84677917,0.779996711
0.517,0.950684754,0.928382249,0.908456962,0.892123089,0.878951399,0.868279645,0.859533923,0.852273039,0.846167381,0.779407442
0.518,0.950263069,0.927881687,0.907907064,0.891545323,0.878357599,0.867676536,0.858925553,0.851661553,0.845554481,0.778817118
0.519,0.949839373,0.92737877,0.90735557,0.890965764,0.877762151,0.86707183,0.858315675,0.851048808,0.844940004,0.778225689
0.52,0.949413257,0.926874088,0.90680189,0.890384401,0.877165035,0.866465826,0.857704356,0.850434519,0.844324339,0.777633115
0.521,0.94898509,0.926366984,0.9062466,0.88980126,0.876566269,0.865858264,0.857091705,0.84981896,0.843707132,0.777039483
0.522,0.94855417,0.925857863,0.905689057,0.889216444,0.875966018,0.865249085,0.856477635,0.849202006,0.843088723,0.776444682
0.523,0.948121087,0.925346671,0.905129902,0.888629883,0.875364076,0.8646384,0.855861851,0.848583574,0.842468922,0.77584877
0.524,0.947685393,0.924833303,0.904568731,0.888041647,0.874760499,0.86402611,0.855244757,0.847963912,0.841847743,0.775251746
0.525,0.947247512,0.924317611,0.904005578,0.887451601,0.874155402,0.863412444,0.854626357,0.847342791,0.841225317,0.774653539
0.526,0.946807428,0.923799988,0.90344051,0.886859926,0.873548617,0.86279716,0.854006247,0.84672006,0.84060145,0.774054352
0.527,0.946365139,0.923280212,0.902873569,0.886266364,0.872940129,0.862180465,0.853384798,0.846096206,0.839976197,0.773454037
0.528,0.945920349,0.922758284,0.902304596,0.885670952,0.872330106,0.861562172,0.852761808,0.845470659,0.839349506,0.772852507
0.529,0.945473367,0.92223421,0.901733736,0.885073844,0.871718362,0.860942296,0.852137467,0.844843883,0.838721382,0.772249837
0.53,0.945023659,0.921707983,0.901160958,0.884475092,0.871105097,0.860320735,0.851511578,0.844215588,0.838092009,0.77164599
0.531,0.944571849,0.921179535,0.900586324,0.883874414,0.87049008,0.859697797,0.850884127,0.843585949,0.837461164,0.771041065
0.532,0.944117472,0.920648866,0.900009595,0.883272086,0.869873527,0.859073374,0.850255353,0.842954647,0.836829042,0.770434973
0.533,0.94366107,0.920116074,0.899430973,0.882667848,0.8692552,0.85844729,0.849624959,0.842322186,0.836195448,0.769827682
0.534,0.943202102,0.919581228,0.898850383,0.882062103,0.868635332,0.857819572,0.848993177,0.841688047,0.835560376,0.769219322
0.535,0.942740674,0.919044164,0.898267874,0.881454187,0.868013674,0.857190353,0.848359842,0.841052735,0.834923989,0.76860976
0.536,0.942276777,0.918504815,0.897683457,0.880844802,0.86739041,0.856559477,0.847724829,0.840415678,0.834286096,0.767998972
0.537,0.941810652,0.917963263,0.89709689,0.880233443,0.866765396,0.855927098,0.84708864,0.839777256,0.83364692,0.767387094
0.538,0.941342209,0.917419662,0.896508506,0.879620329,0.866138938,0.855293222,0.846450623,0.839137503,0.833006156,0.76677393
0.539,0.940871295,0.916873713,0.895918004,0.879005266,0.865510674,0.854657653,0.845811168,0.838496133,0.832364122,0.766159716
0.54,0.940397632,0.916325757,0.89532573,0.878388667,0.864880606,0.854020524,0.845170283,0.837853388,0.831720519,0.765544219
0.541,0.939921731,0.915775502,0.894731238,0.87777006,0.864248947,0.853381933,0.844527931,0.837209024,0.831075549,0.764927452
0.542,0.939443594,0.915222982,0.894134964,0.877149638,0.863615548,0.852741545,0.843883934,0.836563282,0.830429239,0.764309528
0.543,0.938962973,0.91466832,0.893536454,0.876527682,0.862980581,0.852099639,0.843238494,0.835916145,0.829781359,0.763690548
0.544,0.938479798,0.914111287,0.89293616,0.875903482,0.862343913,0.851455963,0.842591303,0.83526734,0.829132106,0.763070209
0.545,0.937994205,0.913552154,0.892333855,0.875277643,0.861705393,0.850810912,0.841942667,0.834617311,0.828481234,0.762448754
0.546,0.937506189,0.912990877,0.891729476,0.874650043,0.861065373,0.850164146,0.841292529,0.833965465,0.827828971,0.761825937
0.547,0.937015572,0.912427276,0.891123091,0.874020548,0.860423472,0.8495157,0.840640866,0.833312325,0.827175298,0.761201979
0.548,0.936522673,0.911861486,0.890514784,0.873389243,0.859779865,0.848865729,0.839987675,0.832657539,0.826520225,0.760576866
0.549,0.936027108,0.911293499,0.889904246,0.872756041,0.859134568,0.84821411,0.839332788,0.83200129,0.825863682,0.759950365
0.55,0.935529416,0.910723087,0.889291818,0.872120985,0.85848756,0.847560881,0.838676535,0.831343543,0.825205512,0.759322692
0.551,0.935028768,0.910150528,0.888677525,0.871484065,0.857839,0.846906043,0.838018516,0.830684315,0.824545891,0.758693798
0.552,0.934525937,0.909575677,0.888060858,0.870845455,0.857188486,0.846249393,0.837358937,0.830023535,0.823884778,0.75806375
0.553,0.934020664,0.908998616,0.887442528,0.870204724,0.856536267,0.845591235,0.836697789,0.829361254,0.82322224,0.757432278
0.554,0.933512847,0.908419145,0.886821871,0.869562301,0.855882217,0.844931426,0.836035037,0.828697301,0.822558174,0.756799722
0.555,0.933002297,0.907837647,0.886199276,0.868917958,0.855226611,0.844269781,0.83537077,0.828031946,0.821892632,0.756165773
0.556,0.932489207,0.907253609,0.885574741,0.868271884,0.854569039,0.843606638,0.834705023,0.827364839,0.821225589,0.755530592
0.557,0.93197395,0.906667537,0.884948033,0.867623672,0.85390986,0.842941807,0.834037457,0.826696386,0.820556811,0.75489411
0.558,0.931455867,0.906079187,0.884319145,0.866973677,0.853248863,0.84227545,0.833368315,0.826026364,0.819886715,0.75425638
0.559,0.930935156,0.90548828,0.883688473,0.866321933,0.852586254,0.841607201,0.832697678,0.825354769,0.819215071,0.753617325
0.56,0.930412183,0.904895311,0.883055417,0.865667993,0.851921677,0.8409374,0.832025217,0.824681573,0.818542056,0.752977053
0.561,0.929886714,0.90429998,0.882420549,0.86501247,0.851255378,0.840265685,0.831351275,0.824006766,0.817867284,0.752335409
0.562,0.929358496,0.903702291,0.88178346,0.864354727,0.850587427,0.839592619,0.830675848,0.823330545,0.817190978,0.751692527
0.563,0.928827857,0.903102198,0.881144306,0.863695403,0.84991745,0.838917577,0.829998596,0.822652454,0.816513237,0.751048235
0.564,0.92829445,0.902500064,0.880503169,0.863034076,0.849245951,0.838240952,0.829319797,0.821972942,0.815833916,0.75040267
0.565,0.927758581,0.901895464,0.879859937,0.86237067,0.848572404,0.837562603,0.82863931,0.821291999,0.815152975,0.749755889
0.566,0.927220342,0.901288628,0.879214488,0.861705427,0.847897348,0.836882605,0.827957041,0.82060919,0.81447059,0.749107772
0.567,0.926679364,0.900679202,0.878567082,0.861038288,0.847220159,0.836200794,0.827273309,0.819924889,0.813786589,0.748458318
0.568,0.926135563,0.900067798,0.877917428,0.860369088,0.846541451,0.835517343,0.82658798,0.819239086,0.81310096,0.74780747
0.569,0.925589467,0.899453673,0.877265875,0.859698229,0.845860846,0.834832105,0.825900904,0.81855154,0.812413817,0.747155177
0.57,0.925040898,0.898837565,0.876611955,0.859025251,0.845178202,0.834145173,0.825212051,0.817862379,0.81172502,0.746501736
0.571,0.924489157,0.898218961,0.875956139,0.858350154,0.844493843,0.833456408,0.824521659,0.817171631,0.811034769,0.745846984
0.572,0.923935371,0.897597779,0.875297936,0.857673337,0.843807925,0.832765966,0.823829428,0.816479111,0.810342748,0.745190678
0.573,0.923378735,0.896974436,0.874637785,0.85699459,0.843119752,0.832073841,0.823135775,0.815785055,0.809649268,0.744533248
0.574,0.922819305,0.89634867,0.873975489,0.85631363,0.842430042,0.831379799,0.82244035,0.815089485,0.808954272,0.743874198
0.575,0.922257402,0.895720658,0.873310963,0.855630995,0.841738272,0.830684263,0.821743005,0.814392243,0.808257519,0.743213854
0.576,0.921692844,0.89509026,0.872644466,0.854946351,0.841044935,0.829986803,0.821044243,0.813693247,0.807559201,0.742552231
0.577,0.921125571,0.894457304,0.871975737,0.854259435,0.840349505,0.829287557,0.820343665,0.812992644,0.806859151,0.741889151
0.578,0.920555913,0.893821993,0.871304759,0.853570797,0.839652401,0.828586628,0.8196414,0.812290244,0.806157454,0.741224718
0.579,0.919983344,0.893184531,0.870631796,0.852880115,0.838953293,0.827883729,0.818937378,0.811586375,0.805454451,0.740558927
0.58,0.919407937,0.892544382,0.869956466,0.852187367,0.838252223,0.827179215,0.818231518,0.810880693,0.80474957,0.73989177
0.581,0.918830166,0.891902048,0.86927893,0.851492797,0.837549491,0.826472903,0.817524072,0.810173489,0.804042891,0.739223143
0.582,0.918249751,0.891256933,0.868599532,0.850796189,0.836844609,0.825764757,0.81681493,0.809464465,0.803334782,0.738553074
0.583,0.917666158,0.890609769,0.86791754,0.850097467,0.836138054,0.82505488,0.816104057,0.80875368,0.802625022,0.737881654
0.584,0.917080284,0.889960072,0.867233722,0.849396673,0.835429499,0.82434308,0.815391391,0.80804145,0.801913597,0.737208672
0.585,0.916491462,0.889307799,0.866547514,0.848693913,0.834719235,0.823629467,0.814676938,0.807327258,0.801200484,0.736534453
0.586,0.915900335,0.888653377,0.865859151,0.847989063,0.834006937,0.822914123,0.813960695,0.806611534,0.800485706,0.735858751
0.587,0.91530606,0.887996246,0.865168678,0.847282284,0.833292714,0.822196771,0.813242701,0.805893874,0.799769179,0.735181466
0.588,0.914709352,0.88733674,0.864475777,0.846573567,0.832576456,0.821477851,0.812523021,0.805174856,0.799050949,0.734502888
0.589,0.914110021,0.886674722,0.86378084,0.845862624,0.831858377,0.820756869,0.811801531,0.804453873,0.798331168,0.733822891
0.59,0.913507603,0.88601044,0.863083537,0.845149745,0.831138512,0.820034166,0.811078413,0.803731048,0.797609651,0.733141399
0.591,0.912902624,0.885343604,0.862384207,0.844434845,0.830416533,0.819309758,0.810353378,0.803006648,0.796886361,0.732458397
0.592,0.912294599,0.884674276,0.861682386,0.843717713,0.829692717,0.818583287,0.809626482,0.802280555,0.796161488,0.731773847
0.593,0.911683918,0.88400259,0.86097852,0.842998591,0.828966844,0.817854889,0.808897887,0.80155268,0.795434773,0.731087995
0.594,0.911070917,0.883328214,0.860272443,0.842277383,0.828239042,0.817124683,0.808167336,0.80082294,0.794706513,0.730400574
0.595,0.910454725,0.88265133,0.859563969,0.84155411,0.827509352,0.816392671,0.807435108,0.800091533,0.793976368,0.729711629
0.596,0.909835927,0.88197203,0.858853207,0.840828794,0.826777717,0.815658843,0.806701119,0.799358365,0.793244409,0.729021256
0.597,0.909214141,0.881290198,0.858140353,0.840101327,0.826043928,0.814922986,0.805965187,0.798623388,0.792510975,0.728329363
0.598,0.90858954,0.880606135,0.857425094,0.839371757,0.825308414,0.814185328,0.805227427,0.797886657,0.791775603,0.727635971
0.599,0.907962203,0.879919292,0.856707764,0.838640312,0.824570885,0.813445757,0.804487925,0.797148133,0.791038575,0.726941019
0.6,0.907332448,0.879229803,0.855987932,0.837906405,0.823831149,0.812704239,0.803746552,0.796407695,0.790299639,0.726244599
0.601,0.906699278,0.878538061,0.855265773,0.837170619,0.823089585,0.811961066,0.803003339,0.795665656,0.789559014,0.725546764
0.602,0.906063887,0.877843664,0.854541633,0.836432642,0.822346058,0.811215768,0.802258353,0.794921669,0.788816766,0.724847213
0.603,0.905425065,0.877146616,0.853814966,0.835692402,0.821600465,0.810468472,0.801511224,0.794176029,0.788072591,0.724146163
0.604,0.904783557,0.876447013,0.853086056,0.834950176,0.820852775,0.809719283,0.800762442,0.793428373,0.787326601,0.723443823
0.605,0.904139261,0.875745127,0.852354714,0.834205933,0.820103195,0.808968287,0.800011773,0.792679071,0.78657883,0.722739561
0.606,0.903492381,0.875040395,0.851621014,0.833459389,0.819351537,0.80821512,0.799259173,0.791927696,0.785829449,0.722033949
0.607,0.90284218,0.874333346,0.850885296,0.832710551,0.818597719,0.807460315,0.798504829,0.79117471,0.78507803,0.721326773
0.608,0.902189536,0.873623636,0.850146926,0.831959686,0.817842066,0.806703264,0.797748567,0.790419747,0.784324952,0.720618015
0.609,0.901533819,0.872911043,0.849406484,0.831206693,0.817084154,0.805944353,0.796990321,0.789663088,0.783569999,0.71990768
0.61,0.900875031,0.872196249,0.848663423,0.830451564,0.816324267,0.805183424,0.796230031,0.788904522,0.78281338,0.719195744
0.611,0.900213715,0.871478579,0.847918227,0.829694285,0.815562413,0.804420802,0.795467949,0.788143972,0.782054804,0.718482147
0.612,0.899549149,0.87075867,0.847170624,0.828934576,0.814798553,0.803655856,0.794704066,0.787381644,0.78129427,0.717767113
0.613,0.898881699,0.87003578,0.84642048,0.828172949,0.814032436,0.80288915,0.793938137,0.786617349,0.780532047,0.717050404
0.614,0.898211587,0.869310498,0.845668222,0.827408847,0.813264298,0.802120308,0.793170306,0.785851198,0.779767875,0.716331993
0.615,0.897538262,0.868582573,0.844913464,0.826642779,0.812494292,0.8013496,0.792400641,0.785083264,0.779001866,0.715612089
0.616,0.896862106,0.86785202,0.844156354,0.825874413,0.811721947,0.800576809,0.79162874,0.784313228,0.77823406,0.714890719
0.617,0.896182953,0.867118575,0.843396729,0.825103766,0.810947494,0.799801781,0.790855253,0.783541377,0.777464437,0.71416754
0.618,0.8955012,0.866382748,0.842634839,0.824331096,0.810170908,0.79902502,0.790079564,0.782767799,0.776692778,0.713442632
0.619,0.894816188,0.865644134,0.841870581,0.823556057,0.809392435,0.798246203,0.789301879,0.781992172,0.775919434,0.712716302
0.62,0.894128354,0.864903047,0.841103874,0.822778711,0.808611725,0.797465258,0.788522474,0.781214563,0.775143978,0.711988212
0.621,0.893437284,0.864158923,0.840334584,0.821999162,0.807828841,0.796682229,0.787740796,0.780434986,0.774366656,0.711258269
0.622,0.892743282,0.863412574,0.839563136,0.821217531,0.807043649,0.795897378,0.786957305,0.779653454,0.773587589,0.710526906
0.623,0.892046333,0.862663443,0.83878901,0.820433441,0.806256761,0.795110317,0.786171787,0.778870156,0.772806426,0.709793896
0.624,0.891346373,0.861911484,0.838012622,0.819647151,0.805467364,0.794321143,0.785384172,0.778084806,0.772023459,0.709059151
0.625,0.890643398,0.861156939,0.837233812,0.818858581,0.80467586,0.793529979,0.784594691,0.777297469,0.771238641,0.708322778
0.626,0.889937702,0.860399301,0.836452371,0.818067767,0.803882274,0.792736621,0.783803292,0.776508218,0.770451676,0.707584619
0.627,0.889228463,0.859639484,0.835668391,0.817274426,0.803086477,0.791941485,0.783009488,0.775716925,0.76966288,0.706844738
0.628,0.888516588,0.858876647,0.834882118,0.816479023,0.802288689,0.791143842,0.782214046,0.774923691,0.768872204,0.706103337
0.629,0.88780124,0.858111257,0.834093216,0.815681298,0.801488404,0.790344412,0.781416292,0.774128359,0.768079442,0.705360088
0.63,0.887083197,0.857343021,0.83330225,0.814881179,0.80068618,0.789542622,0.780616585,0.773331126,0.76728472,0.704615065
0.631,0.886362054,0.856571917,0.832508306,0.814078878,0.799881463,0.788738994,0.779814866,0.772531816,0.766488198,0.703868402
0.632,0.885637771,0.855798147,0.831712128,0.813274029,0.799074878,0.787932997,0.779011106,0.771730607,0.765689405,0.703119887
0.633,0.884910616,0.85502179,0.830913287,0.812467097,0.798265876,0.78712504,0.778205037,0.770927121,0.764888946,0.702369914
0.634,0.884180113,0.854242687,0.830111941,0.811657509,0.797454599,0.786314918,0.777397092,0.770121819,0.764086238,0.701618044
0.635,0.883446404,0.85346049,0.829308296,0.810845887,0.796641228,0.785502627,0.776586992,0.769314448,0.763281538,0.700864205
0.636,0.882710012,0.852675636,0.828501854,0.810031725,0.795825534,0.784688013,0.775774967,0.768505068,0.762475015,0.700108863
0.637,0.881970272,0.851888202,0.827693082,0.809215305,0.795007704,0.783871495,0.774960586,0.767693683,0.761666342,0.699351569
0.638,0.881227139,0.851097708,0.826881645,0.80839645,0.794187639,0.783052611,0.774144198,0.766879987,0.760855666,0.698592685
0.639,0.88048116,0.850304479,0.826067617,0.807575294,0.793365183,0.782231608,0.773325836,0.766064344,0.76004307,0.697832023
0.64,0.87973223,0.849508433,0.825251086,0.806751698,0.792540531,0.781408571,0.772505185,0.765246696,0.75922829,0.69706947
0.641,0.878979751,0.8487097,0.824431862,0.805925694,0.791713543,0.780583089,0.771682474,0.764427059,0.758411372,0.696305063
0.642,0.87822421,0.847908061,0.823610248,0.8050972,0.790884302,0.77975548,0.770857728,0.763605229,0.757592464,0.695538985
0.643,0.87746575,0.847103594,0.82278601,0.804266228,0.790052692,0.778925653,0.770030558,0.762781036,0.756771531,0.694771027
0.644,0.876703753,0.846296127,0.821958918,0.803432945,0.789218768,0.778093849,0.769201496,0.761955063,0.755948582,0.694001304
0.645,0.875938933,0.845485839,0.821129594,0.80259734,0.788382757,0.777259522,0.768370047,0.761126928,0.755123538,0.693229661
0.646,0.875170628,0.844672697,0.820297316,0.801759142,0.78754411,0.776423181,0.767536619,0.760296452,0.754296171,0.692456216
0.647,0.874399067,0.843856858,0.81946268,0.800918618,0.786703448,0.775584313,0.766700679,0.759463995,0.753466985,0.691680971
0.648,0.873624321,0.84303789,0.818625301,0.800075659,0.785860302,0.77474348,0.765862801,0.758629408,0.752635599,0.690903678
0.649,0.872846551,0.842216261,0.817785235,0.79923006,0.785014651,0.773900324,0.76502284,0.757792525,0.751802055,0.690124734
0.65,0.872065458,0.841391523,0.816942665,0.798382152,0.784167029,0.773054735,0.764180517,0.756953659,0.750966496,0.689343749
0.651,0.871280777,0.8405639,0.816097336,0.797531589,0.783316784,0.772206925,0.763336086,0.756112509,0.750128701,0.68856099
0.652,0.870493274,0.839733567,0.815249338,0.796678615,0.782464093,0.771356902,0.762489286,0.755269234,0.749288682,0.687775471
0.653,0.869702233,0.838900216,0.814398777,0.795823382,0.781609121,0.770504627,0.761640304,0.754423827,0.748446742,0.686988982
0.654,0.868908264,0.838063662,0.813545531,0.79496529,0.780751701,0.76964977,0.76078906,0.753576028,0.747602486,0.686200389
0.655,0.868110734,0.837224417,0.81268932,0.794104759,0.779892008,0.768792812,0.759935594,0.752726339,0.746756134,0.685410073
0.656,0.867309775,0.836382271,0.811830754,0.793241808,0.779029946,0.767933545,0.759079873,0.751874151,0.745907371,0.684617685
0.657,0.866505957,0.835537017,0.810969331,0.792376211,0.778165262,0.767072061,0.758221763,0.751019972,0.745056624,0.683823389
0.658,0.865698342,0.834688792,0.810105138,0.791508303,0.777298308,0.766207923,0.757361379,0.750163275,0.7442037,0.683027309
0.659,0.864887415,0.83383742,0.809238402,0.790637618,0.77642888,0.765341775,0.756498882,0.749304498,0.74334865,0.68222908
0.66,0.86407347,0.832983489,0.808368713,0.789764314,0.775556881,0.764473166,0.755634091,0.748443595,0.742491172,0.681428914
0.661,0.863256095,0.832126074,0.807496468,0.78888869,0.774682727,0.763601922,0.754766945,0.747580311,0.741631488,0.680626935
0.662,0.862435092,0.831265932,0.806621138,0.788010419,0.773805872,0.762728697,0.753897244,0.746714626,0.740769773,0.67982288
0.663,0.861610798,0.830402774,0.805743353,0.787129432,0.77292676,0.761852769,0.753025517,0.745846658,0.739905591,0.679016954
0.664,0.860783216,0.829536402,0.804862527,0.786245902,0.7720448,0.760974726,0.75215133,0.744976703,0.739039434,0.678208964
0.665,0.859952285,0.828667076,0.803979194,0.785359733,0.771160806,0.760093921,0.751274871,0.744104267,0.738170815,0.67739882
0.666,0.859117718,0.827794723,0.803092956,0.784470922,0.770273961,0.759210931,0.750396063,0.743229487,0.737299921,0.676586863
0.667,0.858280203,0.826919168,0.802203845,0.783579551,0.769384684,0.758325603,0.74951491,0.742352588,0.736426769,0.675772847
0.668,0.857438665,0.826040848,0.801311997,0.782685451,0.768492968,0.757437755,0.748631147,0.74147302,0.73555145,0.674956784
0.669,0.856593977,0.82515904,0.800417489,0.781788722,0.76759874,0.756547322,0.747745194,0.740591456,0.734673484,0.674138751
0.67,0.855745859,0.824274412,0.799519885,0.780889625,0.766701738,0.755654489,0.746856969,0.739707229,0.733793606,0.673318605
0.671,0.854894336,0.8233867,0.798619472,0.779987616,0.765802492,0.754759389,0.745966104,0.738820956,0.732911263,0.672496441
0.672,0.854039127,0.822495583,0.797716499,0.779082917,0.76490053,0.753861692,0.74507289,0.73793216,0.732026403,0.671672023
0.673,0.853180548,0.821601458,0.79681031,0.778175472,0.763995978,0.752961399,0.744177455,0.737040954,0.731139506,0.670845791
0.674,0.852318286,0.8207045,0.795901433,0.777265262,0.763088934,0.752058819,0.743279354,0.73614733,0.730250237,0.670017463
0.675,0.85145289,0.819804089,0.794989554,0.776352556,0.762179456,0.751153576,0.742378958,0.73525156,0.729358378,0.669186986
0.676,0.850583619,0.818900701,0.794074872,0.775437255,0.761267253,0.750245755,0.741475967,0.734353106,0.728464293,0.668354318
0.677,0.849710837,0.817993874,0.793157112,0.774518996,0.760352317,0.74933571,0.740570447,0.733452288,0.727567759,0.667519653
0.678,0.848834971,0.81708413,0.792236494,0.773597987,0.759434654,0.748422929,0.739662828,0.732549215,0.726669021,0.666682704
0.679,0.847955036,0.816171075,0.791313156,0.772674157,0.758514568,0.747507702,0.73875252,0.731643583,0.725767647,0.665843741
0.68,0.847071721,0.815254851,0.790386603,0.771747603,0.757591919,0.746589785,0.737839685,0.730735643,0.724863976,0.665002637
0.681,0.846184662,0.814335211,0.789457308,0.770818479,0.756666602,0.745669372,0.73692434,0.729825153,0.723957924,0.664159385
0.682,0.845294073,0.81341273,0.788525127,0.769886432,0.75573853,0.744746192,0.73600649,0.728912147,0.723049383,0.663313888
