T,J=1/2,J=1,J=3/2,J=2,J=5/2,J=3,J=7/2,J=4,J=9/2,J=inf
0.683,0.844400328,0.812486835,0.787589509,0.768951655,0.754807778,0.743820635,0.735085958,0.727996562,0.722138425,0.662466388
0.684,0.843502467,0.81155761,0.786651364,0.768014081,0.753874119,0.742892578,0.734163039,0.727078666,0.72122409,0.661616581
0.685,0.842600876,0.810625171,0.785710312,0.767073576,0.752938129,0.741961688,0.733237689,0.726158175,0.720308012,0.66076472
0.686,0.841695965,0.809689338,0.784765796,0.766130326,0.751999369,0.74102842,0.732309606,0.725235251,0.719389689,0.659910657
0.687,0.840787261,0.808750282,0.783818499,0.765184111,0.751057768,0.740092287,0.731378925,0.724309847,0.71846881,0.659054151
0.688,0.839874824,0.80780789,0.782868163,0.764235174,0.750113531,0.739153418,0.730445994,0.723380981,0.717545399,0.65819561
0.689,0.838958864,0.806862169,0.781914763,0.763283325,0.749166453,0.738212128,0.729510095,0.722450074,0.716619516,0.657334862
0.69,0.838038753,0.805913557,0.780958287,0.7623286,0.748216862,0.737268312,0.728571797,0.721517055,0.715691264,0.656471667
0.691,0.837115359,0.80496117,0.779998971,0.761371188,0.747264297,0.736321564,0.727629699,0.720581515,0.714760203,0.655606408
0.692,0.836188256,0.804005711,0.779036322,0.760410488,0.746308835,0.73537224,0.726686178,0.719642976,0.713826871,0.654738874
0.693,0.835257244,0.803046724,0.778070807,0.759447273,0.745350776,0.734419971,0.725739888,0.718702146,0.712890711,0.653869045
0.694,0.834322765,0.802084377,0.777101963,0.758480882,0.744390098,0.733465257,0.72479105,0.717758771,0.711952056,0.652996722
0.695,0.833384298,0.801118389,0.776129997,0.757511602,0.743426335,0.732507903,0.723839448,0.716812687,0.711010962,0.652122287
0.696,0.83244171,0.800149308,0.775155216,0.756539494,0.742459724,0.731546645,0.722885101,0.715864036,0.710067167,0.651245687
0.697,0.831495899,0.799176857,0.774176979,0.755564325,0.741490517,0.730583505,0.721928352,0.714912451,0.709120882,0.650366551
0.698,0.830546012,0.798200809,0.773195763,0.754586317,0.740518194,0.729617711,0.720968554,0.713958413,0.70817181,0.649485179
0.699,0.829592112,0.79722141,0.772211166,0.753605281,0.739543267,0.728649238,0.720006162,0.713001919,0.707220303,0.648601433
0.7,0.828634883,0.796238608,0.771223501,0.752621272,0.738565306,0.727677808,0.719041151,0.712042553,0.706266016,0.647715483
0.701,0.827673564,0.795252499,0.770232907,0.751634187,0.73758339,0.726703795,0.718073558,0.711080357,0.70530912,0.646827124
0.702,0.826708217,0.794262713,0.769238766,0.750644037,0.736599856,0.725726717,0.717102807,0.710115721,0.704349606,0.645936282
0.703,0.825739086,0.793269216,0.76824169,0.749650758,0.735613088,0.724746914,0.716129632,0.709148314,0.703387458,0.645043095
0.704,0.824766362,0.792272783,0.7672411,0.748654852,0.734623645,0.723764242,0.715153414,0.708178125,0.702422604,0.644147537
0.705,0.823789261,0.791272221,0.766237722,0.747655394,0.733631036,0.72277896,0.714174551,0.70720538,0.70145503,0.643249449
0.706,0.822808556,0.790268369,0.765230676,0.74665327,0.732635672,0.72179058,0.713192972,0.706229564,0.700484699,0.642349135
0.707,0.821823508,0.7892611,0.764220654,0.745647781,0.731637234,0.720799274,0.712208624,0.705251061,0.699511591,0.641446264
0.708,0.820834887,0.788250322,0.763207036,0.74463838,0.730635904,0.719805216,0.711221282,0.704270003,0.698535768,0.640540958
0.709,0.819842143,0.787235688,0.762190403,0.74362661,0.729631437,0.718808354,0.710231044,0.703286067,0.697557345,0.639633217
0.71,0.818845388,0.786217683,0.761170341,0.742612119,0.72862416,0.717808423,0.709238256,0.702299173,0.696576108,0.638722942
0.711,0.81784476,0.785196303,0.760146795,0.741593988,0.727613612,0.71680549,0.708242389,0.701309721,0.695592046,0.637810383
0.712,0.816840193,0.784170651,0.759120228,0.740573165,0.726600353,0.715799872,0.707243617,0.700317303,0.694605288,0.636895133
0.713,0.815831647,0.783141856,0.758090018,0.739548984,0.72558386,0.714791003,0.706242114,0.699322154,0.693615564,0.635977419
0.714,0.814818795,0.782109381,0.757056692,0.738521581,0.724564355,0.713779406,0.705237529,0.698323993,0.692622999,0.635057138
0.715,0.8138021,0.781073015,0.756019734,0.737491005,0.723541682,0.712764788,0.704230162,0.697323054,0.691627785,0.634134512
0.716,0.812780812,0.780033068,0.754979689,0.736457078,0.722516026,0.711747076,0.703219732,0.696319004,0.690629679,0.633209214
0.717,0.811756068,0.778989692,0.753936142,0.735420162,0.721487496,0.710726596,0.702206334,0.695312305,0.689628903,0.632281385
0.718,0.810726826,0.777942555,0.752887772,0.734379926,0.720455467,0.709702759,0.701190362,0.694302723,0.68862496,0.631350984
0.719,0.809693793,0.776891426,0.751837421,0.733336331,0.719420544,0.70867595,0.700170871,0.693290093,0.687618117,0.630417933
0.72,0.808656422,0.775836876,0.750783468,0.732289422,0.718382566,0.707646336,0.699148738,0.692274546,0.686608614,0.62948243
0.721,0.807615053,0.774778351,0.749726103,0.731239543,0.717341111,0.70661353,0.698123514,0.691256082,0.68559593,0.628544306
0.722,0.806568906,0.773716244,0.748665241,0.730186279,0.716296629,0.705577506,0.697095325,0.690234648,0.684580674,0.627603366
0.723,0.805518911,0.772649915,0.747600627,0.729129492,0.715249075,0.70453859,0.696064007,0.689210397,0.683562194,0.626660037
0.724,0.804464831,0.77158038,0.746532804,0.728069434,0.714198064,0.703496456,0.695029696,0.688182919,0.682540907,0.625713784
0.725,0.803406589,0.77050659,0.745461295,0.727006285,0.713143986,0.702451094,0.693992448,0.687152579,0.681516592,0.624765088
0.726,0.802344044,0.769429041,0.744386356,0.725939649,0.712086898,0.701402666,0.692952124,0.686119153,0.680489089,0.623813787
0.727,0.80127703,0.768347908,0.743307954,0.72486939,0.711026188,0.700351063,0.691908442,0.685082727,0.679458881,0.622859512
0.728,0.800206204,0.767262873,0.742225666,0.723796036,0.709962388,0.699296543,0.69086192,0.684043158,0.678425473,0.621902878
0.729,0.799130316,0.766173701,0.741139771,0.722719315,0.708895304,0.698238487,0.689812098,0.683000424,0.677389035,0.620943303
0.73,0.798050429,0.765079591,0.740050599,0.721639085,0.707825141,0.697177327,0.688759186,0.681954949,0.676349902,0.619980995
0.731,0.796966432,0.763982658,0.738957824,0.720555321,0.706751316,0.696113251,0.68770322,0.680905955,0.675307395,0.619015955
0.732,0.795877872,0.762881846,0.737861051,0.71946816,0.705674472,0.695045371,0.686643899,0.679854293,0.674261789,0.618048315
0.733,0.794785117,0.76177705,0.736760841,0.718377423,0.704593931,0.693974761,0.685581508,0.67879898,0.673213006,0.617077679
0.734,0.793688071,0.760668201,0.735656726,0.717283383,0.703510306,0.692900653,0.684515954,0.677740915,0.672161417,0.616104284
0.735,0.792586116,0.759555685,0.734548994,0.716185686,0.702423367,0.69182322,0.683447133,0.676679657,0.671106459,0.615128182
0.736,0.791480143,0.758438752,0.733437726,0.715084591,0.701332682,0.690742496,0.682375131,0.675615165,0.670048556,0.614149139
0.737,0.79036976,0.757318133,0.73232262,0.713979945,0.700239041,0.689658547,0.68129992,0.674547381,0.668987263,0.613167344
0.738,0.789254424,0.756193068,0.731204032,0.712871687,0.699141558,0.688571343,0.680221503,0.673476409,0.667922778,0.612182712
0.739,0.788135081,0.755064372,0.730081315,0.711759884,0.698040897,0.687480554,0.679139453,0.672402058,0.6668553,0.611195176
0.74,0.787010897,0.753931467,0.728954892,0.710644426,0.696936643,0.686386572,0.678054282,0.671324643,0.665784754,0.610204867
0.741,0.785882331,0.752794271,0.727824778,0.709525495,0.695829089,0.685289179,0.676965944,0.670244201,0.664710687,0.609211472
0.742,0.784749068,0.751653111,0.726690635,0.708402715,0.694717894,0.684188257,0.675874132,0.669160222,0.663633625,0.608215273
0.743,0.783611463,0.750507798,0.725553055,0.707276682,0.693603252,0.683084136,0.674779005,0.668072868,0.662552932,0.607216217
0.744,0.782468884,0.749358234,0.724411196,0.706146537,0.692484997,0.681976388,0.673680726,0.666982315,0.661469271,0.606214234
0.745,0.781322331,0.748204685,0.723265866,0.705013074,0.691363253,0.680865323,0.672578768,0.665888348,0.660382318,0.605209134
0.746,0.780170842,0.747046764,0.72211613,0.703875761,0.690237718,0.679750634,0.671473207,0.664791075,0.659291827,0.604201031
0.747,0.779013151,0.745884751,0.720962822,0.702734458,0.689108997,0.678632654,0.670364601,0.663690327,0.658198203,0.603190218
0.748,0.777852523,0.744718467,0.71980568,0.701589995,0.687976508,0.677510945,0.669252574,0.662586371,0.657101339,0.602176147
0.749,0.776686871,0.743548078,0.718644223,0.700441365,0.686840233,0.676385843,0.668136765,0.661479014,0.656000901,0.601159025
0.75,0.775516522,0.742373359,0.717479146,0.699288927,0.685700429,0.675257193,0.667017818,0.660368293,0.654897076,0.600139094
0.751,0.774341379,0.741194306,0.716309828,0.698132999,0.684557108,0.674124808,0.665895014,0.65925396,0.653789811,0.599115796
0.752,0.773161217,0.740010809,0.71513667,0.696973012,0.683409642,0.672988921,0.664768917,0.658136175,0.652679447,0.598089478
0.753,0.77197683,0.738822871,0.713959164,0.695809247,0.682258958,0.671849619,0.66363933,0.657014942,0.651565453,0.597060414
0.754,0.77078718,0.737630871,0.712777781,0.69464151,0.681104555,0.670706384,0.662506153,0.65588999,0.650447794,0.596027738
0.755,0.769592662,0.736434193,0.711592779,0.693470105,0.67994609,0.66955989,0.661369431,0.654761959,0.649326788,0.594992406
0.756,0.768393755,0.735233146,0.710403103,0.692294877,0.678784005,0.668409304,0.660228909,0.653630067,0.648202509,0.593953453
0.757,0.767189285,0.734028146,0.709209373,0.691115394,0.677618219,0.667255299,0.659085003,0.652494691,0.647074274,0.592911598
0.758,0.765980549,0.732818461,0.708011621,0.689932257,0.67644861,0.666097376,0.657937474,0.651355718,0.645942869,0.591866632
0.759,0.764766562,0.731603955,0.706809713,0.688745125,0.675275267,0.664936089,0.656786284,0.650213023,0.644807775,0.590818479
0.76,0.76354767,0.730385176,0.705603669,0.687553776,0.674097711,0.6637707,0.655631197,0.64906698,0.643669202,0.589766756
0.761,0.762323847,0.729162204,0.704393242,0.686358829,0.672916673,0.662601529,0.654472626,0.647916984,0.642526996,0.588712274
0.762,0.76109478,0.72793424,0.703179098,0.685159618,0.671731506,0.661428816,0.653310274,0.646763747,0.64138106,0.587654302
0.763,0.759860994,0.726701876,0.701960276,0.683956521,0.670542754,0.660252469,0.652144104,0.645606402,0.640231566,0.586592916
0.764,0.758621804,0.725465096,0.700737089,0.682748838,0.669349734,0.659071856,0.650974046,0.644445602,0.639078517,0.585528224
0.765,0.757377914,0.724223473,0.699509565,0.681537638,0.668152816,0.657887533,0.649800667,0.643281143,0.637921598,0.584460529
0.766,0.756128971,0.722977351,0.69827796,0.680322299,0.666951964,0.656699482,0.648623151,0.642112797,0.636761001,0.583389201
0.767,0.754874037,0.721726426,0.697041981,0.679102508,0.665747258,0.655507234,0.647441848,0.640940676,0.635596695,0.582314823
0.768,0.753614989,0.720471078,0.695801764,0.677878429,0.66453847,0.654311315,0.646256781,0.639764932,0.634428737,0.581236795
0.769,0.752350431,0.719210667,0.694556909,0.676650646,0.663325425,0.653111255,0.645067898,0.638584938,0.633256961,0.580155352
0.77,0.751080492,0.717945613,0.693307919,0.675418587,0.662108529,0.651907341,0.643875,0.637401475,0.632081441,0.579070596
0.771,0.749805537,0.716675902,0.692054023,0.674181846,0.660887534,0.650699626,0.642678033,0.636214191,0.63090203,0.577982361
0.772,0.748525165,0.715401167,0.690796053,0.672941406,0.659662158,0.649487497,0.641477307,0.635022811,0.629718947,0.576890702
0.773,0.747239117,0.714122044,0.689533377,0.671696395,0.65843283,0.64827158,0.64027275,0.633827893,0.628531609,0.575795587
0.774,0.745948083,0.712837954,0.688266283,0.670446896,0.657199401,0.647051688,0.639064107,0.632628657,0.627340881,0.574697028
0.775,0.744651783,0.711548787,0.686994853,0.66919365,0.655961922,0.645827423,0.637851254,0.631425371,0.626145821,0.573594681
0.776,0.743349804,0.710255161,0.685718711,0.667935499,0.654720067,0.644599445,0.636634665,0.630218363,0.624947097,0.572488755
0.777,0.7420425,0.708955968,0.684437751,0.666672981,0.653474013,0.643366926,0.635413777,0.62900726,0.623744325,0.571379783
0.778,0.740730356,0.70765235,0.683152546,0.66540627,0.652223429,0.642130611,0.63418888,0.627792392,0.622537573,0.570266838
0.779,0.739412167,0.706343867,0.681862615,0.664135412,0.650968953,0.640889935,0.632960171,0.626573146,0.621326865,0.569150204
0.78,0.738088455,0.705029608,0.68056763,0.662859695,0.649710009,0.639645058,0.631727019,0.625350148,0.620112049,0.568030109
0.781,0.736759096,0.703711083,0.679268248,0.661579535,0.648446783,0.638395847,0.630489536,0.624122669,0.618893237,0.566906453
0.782,0.735424599,0.702387336,0.677964045,0.660295107,0.647179101,0.637142444,0.629248308,0.622891293,0.617670489,0.565778778
0.783,0.73408464,0.701058296,0.676655552,0.659005647,0.645906843,0.635884784,0.62800259,0.621655963,0.616443344,0.564647674
0.784,0.732738677,0.699724315,0.675341535,0.657711963,0.644630605,0.63462267,0.626752596,0.620415998,0.615212386,0.56351278
0.785,0.731387172,0.698385018,0.674023326,0.656413647,0.643349482,0.633356504,0.625498488,0.619172243,0.613976964,0.562374156
0.786,0.730029494,0.697040647,0.672700062,0.655110713,0.642064327,0.632085802,0.624240021,0.617924132,0.61273772,0.561231826
0.787,0.728666753,0.695691394,0.671371535,0.653803134,0.64077448,0.630810651,0.622977149,0.61667153,0.61149384,0.560085412
0.788,0.727297657,0.694336387,0.670038671,0.652490762,0.639479965,0.629531174,0.621710118,0.615414951,0.610246031,0.558935257
0.789,0.725923271,0.692976459,0.668700563,0.651173908,0.638180812,0.62824729,0.62043877,0.614154081,0.608993964,0.557781445
0.79,0.724543229,0.691611154,0.66735761,0.64985235,0.636877416,0.626958654,0.619162965,0.612888734,0.60773734,0.556623417
0.791,0.723156707,0.690240137,0.666009721,0.648525616,0.635569082,0.625665961,0.617882486,0.611618752,0.606476743,0.555461715
0.792,0.721765029,0.688863996,0.664656617,0.647194248,0.634256295,0.624368361,0.616597807,0.610344666,0.605211512,0.554296258
0.793,0.720366975,0.687482596,0.663298324,0.645858195,0.632938819,0.623066134,0.615308535,0.609066267,0.603942174,0.55312644
0.794,0.718962947,0.686095695,0.661935361,0.644517188,0.631616451,0.621759435,0.614014666,0.607783303,0.60266805,0.551952824
0.795,0.717552982,0.684703638,0.660567289,0.643171501,0.630289814,0.62044835,0.612716228,0.6064957,0.601389691,0.550775425
0.796,0.716136728,0.683305539,0.659193998,0.641820792,0.62895808,0.619132299,0.611413456,0.605203659,0.600107063,0.549593829
0.797,0.714714608,0.681902345,0.657815336,0.640465008,0.627621519,0.617811723,0.61010601,0.603907193,0.598819891,0.548407992
0.798,0.713286772,0.680493246,0.656431395,0.639103918,0.626279914,0.616486501,0.608793943,0.602606148,0.597527761,0.547218114
0.799,0.711852454,0.679078618,0.655042065,0.637738478,0.624933891,0.615156014,0.607476766,0.601300158,0.59623143,0.546024303
0.8,0.710411675,0.677658219,0.653647971,0.636367741,0.623582556,0.613821383,0.606155535,0.599990157,0.59493058,0.54482625
0.801,0.708965137,0.6762324,0.652248599,0.634991805,0.622226409,0.612481325,0.604829259,0.598674821,0.593625112,0.543623795
0.802,0.707511792,0.674800694,0.650843233,0.633610512,0.62086579,0.611136927,0.603498125,0.597355118,0.592314892,0.542417474
0.803,0.70605265,0.673363684,0.649433206,0.632224553,0.619499645,0.609787587,0.602162228,0.596030951,0.590999908,0.541206701
0.804,0.704587587,0.671920481,0.648016969,0.630832939,0.61812877,0.608433047,0.600821708,0.594701437,0.589680347,0.539991709
0.805,0.703115436,0.670471443,0.646595811,0.629436463,0.616752297,0.607073664,0.599476182,0.593367436,0.58835577,0.5387726
0.806,0.701636861,0.669016291,0.645169163,0.628034947,0.615371349,0.60570967,0.598125829,0.592028665,0.587026935,0.537549035
0.807,0.700151865,0.667555913,0.643737064,0.62662732,0.613984882,0.604340055,0.596770499,0.590685004,0.585692718,0.536321093
0.808,0.69866036,0.666089333,0.642299068,0.625215007,0.61259344,0.602965639,0.595410165,0.5893365,0.584354128,0.53508889
0.809,0.697162663,0.664616627,0.640855539,0.623796975,0.611196693,0.601586211,0.594044759,0.587982603,0.583010172,0.533851806
0.81,0.695657669,0.663137825,0.639406558,0.622374063,0.609794721,0.600201514,0.592674702,0.586623949,0.581661704,0.532610615
0.811,0.694146832,0.661653273,0.63795145,0.620945141,0.608387181,0.598811695,0.59129873,0.585260564,0.580307992,0.531365028
0.812,0.692628635,0.660162768,0.636491252,0.619510826,0.60697495,0.597416939,0.589918324,0.583892026,0.578949442,0.53011476
0.813,0.69110462,0.658665641,0.635024584,0.618071355,0.605556991,0.59601654,0.588532625,0.582518571,0.577585772,0.528860022
0.814,0.689573163,0.657162337,0.633552887,0.616625927,0.604133572,0.594611162,0.587141811,0.581139813,0.576217217,0.52760084
0.815,0.688035265,0.655653089,0.632074647,0.615175134,0.602704777,0.593200489,0.585745727,0.579755764,0.574843444,0.526336539
0.816,0.686489977,0.654137744,0.630591025,0.613718706,0.601270606,0.591784316,0.584344388,0.578366602,0.573464666,0.525068115
0.817,0.684938401,0.652615779,0.629100805,0.612256587,0.599830785,0.590362523,0.582937662,0.576972256,0.572080772,0.523794694
0.818,0.683379584,0.651087337,0.627605481,0.610788354,0.598385529,0.588935734,0.581525735,0.5755725,0.570691044,0.522516573
0.819,0.681813637,0.649552434,0.626103471,0.609314715,0.596934502,0.587503051,0.580108043,0.574167433,0.569296682,0.521233888
0.82,0.680240304,0.648011217,0.624595694,0.607835332,0.595477887,0.586065344,0.578685209,0.572757192,0.567896757,0.519946276
0.821,0.678660405,0.646463673,0.62308172,0.606349995,0.594015909,0.584621485,0.577257223,0.571341252,0.566491626,0.518653814
0.822,0.677073644,0.644909293,0.621561514,0.604858502,0.592548082,0.583172307,0.575823258,0.569920084,0.565081249,0.517356293
0.823,0.675478975,0.643348703,0.620035218,0.603361463,0.591073938,0.581717681,0.574383633,0.568493586,0.563665184,0.516053908
0.824,0.673877215,0.641781338,0.618502768,0.601858052,0.589594465,0.580257258,0.572938785,0.5670614,0.562243703,0.514746794
0.825,0.672268149,0.64020715,0.616963989,0.600349001,0.588109455,0.578790991,0.571488383,0.565623888,0.560816902,0.513434781
0.826,0.670652582,0.638626303,0.615418815,0.598833554,0.586617877,0.577319183,0.570031781,0.564180729,0.559384232,0.512117591
0.827,0.669028841,0.637038657,0.613867171,0.59731188,0.585120761,0.5758412,0.568569929,0.562731506,0.55794618,0.510795198
0.828,0.667397862,0.635444348,0.612309416,0.595784243,0.583617437,0.574357289,0.567102239,0.561276648,0.556502583,0.509468048
0.829,0.665759262,0.633842642,0.610744483,0.594250331,0.58210837,0.572867906,0.565628303,0.559816452,0.555053376,0.508135293
0.83,0.664112592,0.632234519,0.609173697,0.592710399,0.580592378,0.571372211,0.564149142,0.558350132,0.55359805,0.506797417
0.831,0.662458926,0.630619357,0.607596177,0.591164019,0.579071087,0.569870904,0.562663718,0.556878182,0.552137403,0.505454769
0.832,0.660797096,0.628996792,0.606011425,0.589611386,0.577543268,0.568362884,0.561172551,0.555400092,0.550670327,0.504106226
0.833,0.659127726,0.627367539,0.604420512,0.588051859,0.576009514,0.566849188,0.559675098,0.553916288,0.549197985,0.502752458
0.834,0.657450976,0.625730312,0.602823332,0.586486186,0.574468985,0.565329446,0.558171954,0.552426481,0.547719055,0.501393426
0.835,0.655765759,0.62408667,0.601218372,0.584913534,0.57292275,0.563803222,0.556661985,0.550930783,0.546234959,0.500029207
0.836,0.654073028,0.622435277,0.599606767,0.583335048,0.571369223,0.562271038,0.55514629,0.54942845,0.544744132,0.498659479
0.837,0.652371661,0.620776663,0.597989005,0.581749485,0.569809841,0.56073227,0.553624643,0.547920665,0.543247784,0.497283872
0.838,0.650662738,0.619111449,0.596363321,0.580157196,0.568244039,0.559186768,0.552096356,0.546406229,0.541745066,0.49590337
0.839,0.648945637,0.617437856,0.594731364,0.578558337,0.566671729,0.557635668,0.550562035,0.544885804,0.540236365,0.494516623
0.84,0.647220369,0.615756654,0.593091758,0.576952698,0.565092097,0.556077549,0.549020788,0.543359192,0.538721297,0.493124651
0.841,0.645486726,0.614067883,0.591445462,0.575339964,0.563506429,0.554513041,0.547473653,0.541825656,0.537199996,0.491726796
0.842,0.643744625,0.612372263,0.589791361,0.573720546,0.56191385,0.55294216,0.545919817,0.540286531,0.535672318,0.490322906
0.843,0.641994584,0.610668162,0.588130838,0.572093828,0.560314681,0.551364687,0.54436,0.538740076,0.534138219,0.488913616
0.844,0.640235449,0.608956889,0.58646207,0.570460071,0.558708433,0.549780058,0.542793025,0.537187906,0.532597513,0.487498294
0.845,0.638468499,0.607237569,0.584786555,0.568819774,0.557095338,0.548188962,0.541219575,0.535628961,0.531050496,0.486077641
0.846,0.636692834,0.605510487,0.583103479,0.567172,0.555475088,0.546590716,0.5396393,0.534063129,0.529496745,0.484647777
0.847,0.634908354,0.603774814,0.581412303,0.565516878,0.553848374,0.544985656,0.538052355,0.532490801,0.527936439,0.483214793
0.848,0.633114616,0.602031153,0.579713978,0.563854152,0.5522138,0.543374096,0.536458213,0.530911677,0.526369608,0.481775191
0.849,0.631312248,0.600279995,0.578008412,0.562184443,0.550572331,0.541755193,0.534857555,0.52932561,0.52479618,0.48032991
0.85,0.629501764,0.598520433,0.576294313,0.560507612,0.548924119,0.540129312,0.53324948,0.527732583,0.523215683,0.478878132
0.851,0.627681192,0.596752208,0.574572624,0.558822426,0.547268193,0.538496115,0.531635145,0.526133091,0.521628515,0.477420304
0.852,0.625852762,0.594975849,0.57284333,0.557130263,0.545605163,0.536856,0.530013232,0.524526454,0.52003411,0.475956334
0.853,0.624014402,0.593191812,0.571106419,0.555430521,0.543934238,0.535208198,0.528384293,0.522912736,0.518433336,0.474485431
0.854,0.622166871,0.591398331,0.569360843,0.553723182,0.542256392,0.533553597,0.526748027,0.521291401,0.516825082,0.473008829
0.855,0.620310132,0.589596892,0.567608059,0.552007799,0.540570797,0.531891245,0.525104893,0.519663382,0.515209115,0.471525296
0.856,0.618444134,0.58778587,0.565846069,0.550284642,0.538877419,0.530221682,0.523453415,0.518027775,0.513586916,0.470035088
0.857,0.616568671,0.585966764,0.564076457,0.548553458,0.537176286,0.528543966,0.521795336,0.516385357,0.511956759,0.46853829
0.858,0.614683157,0.584139319,0.562298052,0.546814161,0.53546724,0.52685902,0.520129706,0.514735168,0.510319518,0.467035422
0.859,0.612788371,0.582302633,0.560511753,0.545067365,0.533751112,0.52516661,0.518456177,0.513077694,0.508672794,0.465525255
0.86,0.610883592,0.58045649,0.558716404,0.543311784,0.532026503,0.523466045,0.516775341,0.511409856,0.507020876,0.464008554
0.861,0.608968815,0.578602096,0.556912976,0.541548207,0.530293996,0.521758162,0.515084033,0.509736975,0.505360742,0.462484756
0.862,0.607045293,0.576738279,0.555100927,0.539776222,0.528552786,0.520042096,0.513387757,0.508056578,0.503693523,0.460953936
0.863,0.605111143,0.574864494,0.553279679,0.537996145,0.52680429,0.518315547,0.511682975,0.506367643,0.502017987,0.459416452
0.864,0.603166353,0.572982603,0.551450276,0.536207316,0.525046866,0.516583111,0.509970269,0.50467147,0.500335131,0.457871558
0.865,0.601211637,0.571090061,0.549611762,0.534409919,0.523279432,0.514842233,0.508249524,0.502967143,0.49864435,0.456319851
0.866,0.599246031,0.569189255,0.547763846,0.532603795,0.52150505,0.513093049,0.506520919,0.501254892,0.496945486,0.454760405
0.867,0.597271421,0.567277598,0.545907505,0.530788941,0.519723059,0.511336066,0.504783945,0.499534239,0.495238438,0.45319407
0.868,0.595285585,0.565357275,0.544041045,0.528963513,0.517931392,0.509570195,0.503038522,0.497805465,0.493523734,0.451620268
0.869,0.593289042,0.563427035,0.54216591,0.527130508,0.51613176,0.507796185,0.501285297,0.496068191,0.491800565,0.450038591
0.87,0.591281192,0.561486641,0.540281371,0.525288813,0.514322973,0.506013343,0.49952282,0.494323028,0.490069056,0.448449893
0.871,0.589263397,0.559536238,0.538385157,0.523438211,0.512505399,0.504221808,0.497752138,0.492569321,0.488329108,0.446853428
0.872,0.587234633,0.557575112,0.536481737,0.521577495,0.51067907,0.502421657,0.495972806,0.490806621,0.486580699,0.44524893
0.873,0.585193927,0.555604941,0.534567873,0.519708219,0.508843018,0.500611973,0.494184553,0.489035742,0.48482381,0.443636819
0.874,0.583143351,0.553623672,0.532644881,0.517829456,0.506998128,0.498794045,0.492387071,0.487255558,0.483058392,0.442016939
0.875,0.581080084,0.551632351,0.530711875,0.515941605,0.505144537,0.496966656,0.49058109,0.485466965,0.481284219,0.440388666
0.876,0.579006775,0.54962787,0.52876847,0.514043253,0.50328038,0.495129788,0.488766261,0.483669476,0.479500528,0.438753174
0.877,0.576920202,0.547614544,0.526814975,0.512135414,0.50140772,0.493283952,0.486942125,0.481862572,0.477708411,0.43710844
0.878,0.574823439,0.545590847,0.524851557,0.510217732,0.499524862,0.49142884,0.485108443,0.480046745,0.475907358,0.435456507
0.879,0.572714847,0.543555917,0.522877821,0.508290143,0.49763318,0.489564318,0.483265436,0.478221535,0.474096654,0.433795525
0.88,0.570592898,0.541510349,0.520893425,0.506352596,0.495730542,0.487689599,0.481412742,0.476386658,0.472276815,0.43212646
0.881,0.568459671,0.539453458,0.518898406,0.504404432,0.493818564,0.485805103,0.479551148,0.474542967,0.470447937,0.430448782
0.882,0.566314957,0.537384955,0.516892893,0.502446726,0.491896668,0.483911398,0.477679081,0.472689932,0.46860918,0.428761906
0.883,0.564154927,0.53530607,0.51487652,0.500477589,0.489964298,0.48200767,0.475797399,0.470826471,0.46676124,0.427066858
0.884,0.561984225,0.533214834,0.512848871,0.498498458,0.488021354,0.480093593,0.473905926,0.468952982,0.464902847,0.425363481
0.885,0.559801994,0.531111769,0.51081032,0.496508409,0.486068449,0.478169073,0.472004862,0.467070213,0.463035619,0.423649589
0.886,0.557605283,0.528997205,0.508761239,0.494508217,0.484105119,0.476234433,0.470093258,0.465176619,0.461157468,0.421928128
0.887,0.555396714,0.526870853,0.506699605,0.492495853,0.482130728,0.47428929,0.468170633,0.463273863,0.459269382,0.420196831
0.888,0.553175815,0.524731717,0.504627097,0.490473458,0.480145488,0.472333498,0.466238123,0.461359571,0.457371359,0.418456204
0.889,0.550940033,0.522580069,0.502543296,0.488439114,0.478149546,0.470367079,0.464295336,0.459435883,0.455463103,0.416706438
0.89,0.548691916,0.520416628,0.500446892,0.486393607,0.476142731,0.468389314,0.462341283,0.457501432,0.453544684,0.414946538
0.891,0.546430011,0.518241011,0.498339207,0.484336575,0.474124526,0.46640127,0.460377074,0.455556027,0.451614379,0.413177382
0.892,0.544153756,0.516052128,0.496218545,0.482268143,0.472094718,0.464401246,0.458401327,0.453599336,0.449674525,0.411398214
0.893,0.541863732,0.513850354,0.494086775,0.480187459,0.470053608,0.46239098,0.456414911,0.451631903,0.447723452,0.409609275
0.894,0.53956005,0.511635283,0.491941711,0.478095586,0.468000907,0.460368359,0.454416337,0.449653762,0.445760863,0.407810954
0.895,0.537242227,0.50940766,0.489784215,0.475991019,0.465936,0.458334679,0.452407066,0.447663616,0.443787216,0.406001379
0.896,0.534909452,0.507165409,0.487613877,0.473873699,0.463859602,0.456289359,0.450386093,0.445663106,0.441802845,0.404182101
0.897,0.532561567,0.504910159,0.485431248,0.471744597,0.461770446,0.454231465,0.448352835,0.443650211,0.439806686,0.402351869
0.898,0.530199061,0.502641375,0.483234807,0.469602305,0.459669374,0.452161685,0.446308912,0.44162609,0.437798569,0.400511301
0.899,0.527822353,0.500358044,0.481025981,0.467448041,0.457556068,0.450079656,0.444251693,0.43958942,0.435778916,0.398659905
0.9,0.52542991,0.49806108,0.478803305,0.465279923,0.455428873,0.447985641,0.442182801,0.43754082,0.433747308,0.396797788
